review_text,rating,sentiment
Bought this smartwatch a few weeks ago.,1,negative
"Bought this yoga mat a few weeks ago. Setup took less than five minutes. Also, customer support never responded.",3,positive
"This smartwatch is middle of the road. Some features are useful, others aren't.",2,neutral
This headphones is outstanding. The build quality is great.,4,positive
Bought this backpack a few weeks ago. Shipping was fast and packaging was solid.,5,neutral
This vacuum cleaner is excellent. The build quality is great. Rating: 3/5.,3,positive
This coffee maker is superb. Rating: 3/5.,3,positive
Bought this running shoes a few weeks ago.,3,neutral
"This running shoes is fine. It does the job but nothing more. That said, battery life is impressive.",4,neutral
This blender is useless. It's louder than advertised.,1,negative
Bought this bluetooth speaker a few weeks ago.,4,positive
Bought this office chair a few weeks ago. My whole family loves it now.,3,positive
This desk lamp is slow. It's louder than advertised.,3,negative
Bought this backpack a few weeks ago. Exceeded my expectations.,4,positive
This backpack is amazing. The build quality is great.,5,positive
"This desk lamp is great. I would definately buy this again. That said, it's louder than advertised. Overall it's could be better.",5,positive
This blender is fantastic. Shipping was fast and packaging was solid.,3,positive
This laptop is superb.,3,positive
This vacuum cleaner is awful.,1,negative
"This blender is acceptable. It's fine for teh price but i wouldn't rave about it. That said, I had to return it after two days. Overall it's could be better. Rating: 3/5.",3,negative
This laptop is subpar. I regret this purchase.,2,negative
"This air fryer is great. Also, packaging was fine.",3,positive
This office chair is outstanding.,3,positive
Bought this backpack a few weeks ago. It's louder than advertised. Rating: 1/5.,1,negative
This air fryer is useless. It's louder than advertised.,1,negative
This yoga mat is reasonable. Overall it's can't complain.,4,neutral
"This backpack is badly made. However, it feels premium for the price.",2,negative
This desk lamp is durable. It feels premium for the price.,5,positive
Bought this yoga mat a few weeks ago.,2,negative
"This office chair is faulty. However, works perfectly out of teh box. Rating: 2/5.",2,negative
This laptop is not worth it.,2,negative
This coffee maker is superb. It feels premium for the price.,4,positive
Bought this wireless mouse a few weeks ago. The instructions were confusing.,1,negative
This running shoes is disappointing.,3,negative
"This vacuum cleaner is nothing special. Some features are useful, others aren't.",3,neutral
This smartwatch is awful. Stopped working within a week. Rating: 1/5.,1,negative
Bought this desk lamp a few weeks ago.,3,neutral
Bought this running shoes a few weeks ago.,5,positive
This laptop is average. It does the job but nothing more. Rating: 3/5.,3,neutral
"This running shoes is fine. However, works perfectly out of the box.",3,neutral
This bluetooth speaker is broken. The material feels cheap.,2,negative
This backpack is reliable.,4,negative
Bought this smartwatch a few weeks ago. Customer service was very helpful. Overall it's not bad.,3,positive
Bought this office chair a few weeks ago.,5,positive
Bought this desk lamp a few weeks ago. The size runs way smaller than expected.,1,neutral
This office chair is reliable. Battery life is impressive.,4,positive
This desk lamp is outstanding.,3,positive
"This blender is decent. It does teh job but nothing more. However, battery drains way too fast. Rating: 3/5.",3,neutral
This blender is slow. Overall it's not great.,2,negative
This backpack is defective.,2,negative
"Bought this headphones a few weeks ago. The material feels cheap. On the plus side, it feels premium for the price.",2,negative
This coffee maker is fine. Delivery took about a week.,3,neutral
This bluetooth speaker is clunky. Customer support never responded. Overall it's wouldn't recommend. Rating: 1/5.,1,negative
This wireless mouse is decent. Packaging was fine. Overall it's could be better. Rating: 2/5.,2,neutral
"Bought this smartwatch a few weeks ago. Shipping was fast and packaging was solid. Also, I regret this purchase. Rating: 4/5.",4,positive
This headphones is terrible.,1,negative
This desk lamp is reliable.,5,positive
Bought this phone case a few weeks ago.,3,negative
This bluetooth speaker is comfortable. My whole family loves it now. Overall it's could be better.,5,positive
Bought this headphones a few weeks ago. Rating: 4/5.,4,positive
This blender is cheap. I had to return it after two days.,2,negative
This blender is fantastic. Customer service was very helpful.,3,positive
This backpack is reasonable. It does the job but nothing more. Rating: 2/5.,2,positive
This blender is shoddy. The instructions were confusing.,1,negative
This laptop is superb. Works perfectly out of the box. Rating: 4/5.,4,positive
This office chair is clunky. Stopped working within a week.,2,negative
Bought this bluetooth speaker a few weeks ago. It's louder than advertised. Overall it's can't complain. Rating: 2/5.,2,negative
This headphones is terrible.,1,negative
This office chair is overpriced.,2,negative
Bought this laptop a few weeks ago.,3,neutral
"Bought this phone case a few weeks ago. On the plus side, it does the job but nothing more. Overall it's not great. Rating: 4/5.",4,positive
"This headphones is slow. The material feels cheap. On the plus side, exceeded my expectations.",1,negative
"This wireless mouse is excellent. Also, I regret this purchase.",5,positive
This laptop is badly made. The instructions were confusing. Overall it's can't complain. Rating: 2/5.,2,negative
"This smartwatch is okay. Also, the material feels cheap. Rating: 2/5.",2,neutral
This backpack is standard. Delivery took about a week.,4,neutral
This yoga mat is standard. Packaging was fine. Rating: 4/5.,4,neutral
This vacuum cleaner is disappointing.,2,negative
This headphones is defective. It arrived damaged.,2,negative
This air fryer is comfortable.,4,positive
This phone case is standard. Delivery took about a week. Rating: 3/5.,3,neutral
This laptop is solid.,4,positive
This running shoes is not worth it. Overall it's didn't disappoint.,1,negative
Bought this blender a few weeks ago.,1,negative
This office chair is wonderful. I would definitely buy this again.,3,positive
This desk lamp is outstanding.,5,positive
This running shoes is durable.,5,positive
Bought this blender a few weeks ago.,4,neutral
This desk lamp is smooth.,4,positive
This coffee maker is impressive.,3,positive
This laptop is poor. Customer support never responded. Rating: 1/5.,1,negative
This air fryer is terrible. I regret this purchase.,2,negative
Bought this running shoes a few weeks ago.,1,negative
This coffee maker is fine. Rating: 3/5.,3,neutral
"This headphones is affordable. It feels premium for the price. However, the material feels cheap.",3,positive
This smartwatch is acceptable. It's fine for the price but i wouldn't rave about it. Rating: 4/5.,4,neutral
This laptop is disappointing. I regret this purchase.,1,negative
Bought this wireless mouse a few weeks ago. Setup took less than five minutes.,5,positive
This coffee maker is shoddy.,1,negative
This laptop is excellent. Works perfectly out of the box.,3,positive
This wireless mouse is responsive. Setup took less than five minutes.,4,neutral
Bought this smartwatch a few weeks ago.,5,positive
"This coffee maker is clunky. Stopped working within a week. However, exceeded my expectations.",3,negative
Bought this bluetooth speaker a few weeks ago. It arrived damaged.,3,negative
This blender is not worth it. The instructions were confusing. Rating: 1/5.,1,negative
"This headphones is worth every penny. It feels premium for the price. Also, the material feels cheap.",5,positive
This running shoes is nothing special.,3,neutral
This laptop is standard. It's fine for the price but i wouldn't rave about it. Rating: 3/5.,3,neutral
This air fryer is flimsy. Rating: 3/5.,3,negative
This laptop is flimsy. Rating: 2/5.,2,negative
This headphones is fine.,3,neutral
This vacuum cleaner is smooth.,5,positive
This air fryer is smooth. I would definitely buy this again. Rating: 5/5.,5,positive
This wireless mouse is responsive. Exceeded my expectations.,3,positive
Bought this blender a few weeks ago. Battery drains way too fast. Rating: 2/5.,2,negative
This laptop is great. Battery life is impressive. Overall it's could be better.,5,positive
This wireless mouse is outstanding. Works perfectly out of the box.,4,positive
This wireless mouse is average. It does the job but nothing more. Overall it's wouldn't recommend.,3,neutral
This backpack is subpar. The instructions were confusing.,2,negative
This blender is faulty.,1,negative
This phone case is shoddy.,2,negative
Bought this air fryer a few weeks ago. The build quality is great.,3,positive
"Bought this vacuum cleaner a few weeks ago. Setup took less than five minutes. Also, works as described, no surprises.",4,positive
This wireless mouse is great. Setup took less than five minutes. Rating: 3/5.,3,positive
This vacuum cleaner is amazing.,4,positive
Bought this vacuum cleaner a few weeks ago.,3,positive
"This headphones is smooth. I would definitely buy this again. On the plus side, it does the job but nothing more.",3,positive
This yoga mat is cheap.,3,negative
This running shoes is reasonable. Delivery took about a week.,3,neutral
"This smartwatch is okay. Some features are useful, others aren't. Overall it's not as good as I hoped.",3,neutral
Bought this coffee maker a few weeks ago.,4,positive
This headphones is badly made.,2,negative
This smartwatch is fine. Rating: 3/5.,3,neutral
This wireless mouse is unreliable.,1,negative
This headphones is superb. My whole family loves it now. Overall it's wouldn't recommend.,4,positive
This laptop is faulty. It arrived damaged.,1,negative
Bought this blender a few weeks ago. Battery drains way too fast.,3,negative
Bought this office chair a few weeks ago. It's louder than advertised.,3,negative
This desk lamp is smooth. Shipping was fast and packaging was solid. Rating: 5/5.,5,positive
Bought this coffee maker a few weeks ago.,3,negative
This office chair is unreliable. Overall it's wouldn't recommend. Rating: 1/5.,1,negative
This blender is poor.,1,negative
Bought this yoga mat a few weeks ago.,2,negative
This vacuum cleaner is overpriced.,2,negative
Bought this desk lamp a few weeks ago.,3,positive
This backpack is decent. It does the job but nothing more.,4,neutral
This blender is fine. It does teh job but nothing more. Overall it's not bad.,3,neutral
This running shoes is fast.,4,positive
This desk lamp is impressive. Shipping was fast and packaging was solid. Rating: 5/5.,5,positive
This desk lamp is fast. I would definitely buy this again. Overall it's can't complain. Rating: 5/5.,5,positive
This headphones is top notch. Setup took less than five minutes.,4,positive
This desk lamp is poor. Rating: 1/5.,1,negative
"This wireless mouse is shoddy. That said, it's fine for the price but I wouldn't rave about it.",1,negative
Bought this desk lamp a few weeks ago. Overall it's can't complain. Rating: 5/5.,5,positive
"Bought this running shoes a few weeks ago. On the plus side, my whole family loves it now. Overall it's didn't disappoint.",1,negative
This yoga mat is flimsy. Battery drains way too fast. Overall it's not as good as I hoped.,2,negative
This desk lamp is comfortable. Shipping was fast and packaging was solid. Overall it's not bad. Rating: 4/5.,4,positive
"Bought this office chair a few weeks ago. Packaging was fine. Also, I regret this purchase.",3,neutral
"Bought this laptop a few weeks ago. That said, I had to return it after two days.",3,positive
"This running shoes is clunky. I had to return it after two days. However, delivery took about a week.",2,negative
"This vacuum cleaner is okay. Some features are useful, others aren't. Overall it's can't complain. Rating: 3/5.",3,neutral
This phone case is terrible. Battery drains way too fast.,3,negative
This smartwatch is fast.,5,positive
Bought this laptop a few weeks ago. My whole family loves it now. Rating: 5/5.,5,positive
Bought this headphones a few weeks ago. It's louder than advertised.,3,negative
"This coffee maker is badly made. On the plus side, packaging was fine. Rating: 2/5.",2,negative
This desk lamp is flimsy. The material feels cheap. Rating: 1/5.,1,negative
"This office chair is excellent. Customer service was very helpful. That said, battery drains way too fast.",5,positive
"This backpack is nothing special. Works as described, no surprises.",3,neutral
This smartwatch is outstanding. Exceeded my expectations. Rating: 4/5.,4,positive
This bluetooth speaker is slow. The size runs way smaller than expected.,1,negative
This vacuum cleaner is so-so. It does the job but nothing more. Overall it's could be better.,3,neutral
Bought this bluetooth speaker a few weeks ago. The size runs way smaller than expected. Rating: 1/5.,1,negative
"This bluetooth speaker is acceptable. It's fine for the price but i wouldn't rave about it. However, battery drains way too fast.",4,neutral
"This phone case is disappointing. That said, packaging was fine. Rating: 2/5.",2,negative
This phone case is well made.,5,positive
"This headphones is reasonable. Packaging was fine. However, the build quality is great.",2,neutral
This smartwatch is disappointing. It's louder than advertised.,3,negative
This bluetooth speaker is fantastic. I would definitely buy this again. Rating: 4/5.,4,positive
"This vacuum cleaner is superb. I would definitely buy this again. Also, teh size runs way smaller than expected. Rating: 3/5.",3,positive
This phone case is affordable. Shipping was fast and packaging was solid.,5,positive
This wireless mouse is flimsy. The material feels cheap. Overall it's can't complain. Rating: 2/5.,2,negative
"This smartwatch is amazing. Battery life is impressive. That said, it's louder than advertised. Rating: 5/5.",5,positive
"This office chair is sleek. Also, I regret this purchase.",4,positive
This backpack is impressive. Shipping was fast and packaging was solid.,5,positive
Bought this wireless mouse a few weeks ago.,5,positive
"Bought this office chair a few weeks ago. Also, I regret this purchase. Rating: 4/5.",4,positive
"Bought this backpack a few weeks ago. Exceeded my expectations. However, it's louder than advertised.",4,positive
"Bought this yoga mat a few weeks ago. The instructions were confusing. On the plus side, exceeded my expectations.",2,negative
"This office chair is reasonable. It does the job but nothing more. Also, my whole family loves it now.",2,neutral
"Bought this backpack a few weeks ago. Works as described, no surprises. On the plus side, exceeded my expectations.",3,neutral
This desk lamp is durable. It feels premium for the price.,4,positive
This vacuum cleaner is wonderful.,4,positive
This yoga mat is acceptable.,2,neutral
This laptop is useless.,2,negative
Bought this smartwatch a few weeks ago. Overall it's can't complain.,3,negative
This blender is acceptable.,3,neutral
This desk lamp is solid.,4,positive
This vacuum cleaner is superb. The build quality is great.,3,positive
This phone case is comfortable.,3,positive
"This blender is comfortable. My whole family loves it now. On teh plus side, packaging was fine.",4,positive
"This vacuum cleaner is shoddy. Battery drains way too fast. That said, works as described, no surprises. Rating: 3/5.",3,negative
Bought this desk lamp a few weeks ago. Rating: 3/5.,3,negative
This wireless mouse is slow. The material feels cheap.,2,negative
This desk lamp is responsive. My whole family loves it now. Overall it's can't complain.,4,positive
This running shoes is frustrating. Overall it's can't complain.,1,negative
This wireless mouse is impressive. Customer service was very helpful.,5,positive
"This headphones is nothing special. On the downside, it arrived damaged.",3,neutral
This wireless mouse is awful. Rating: 1/5.,1,negative
Bought this wireless mouse a few weeks ago. Rating: 1/5.,1,negative
This phone case is solid. Setup took less than five minutes.,4,positive
This vacuum cleaner is overpriced. The instructions were confusing. Rating: 2/5.,2,negative
Bought this backpack a few weeks ago. Delivery took about a week.,3,neutral
This desk lamp is reliable.,4,positive
This yoga mat is so-so. Rating: 3/5.,3,neutral
This yoga mat is excelent. It feels premium for the price.,4,positive
"This headphones is reliable. That said, battery drains way too fast.",3,positive
This bluetooth speaker is slow. It arrived damaged. Rating: 2/5.,2,negative
This headphones is defective.,1,negative
"Bought this running shoes a few weeks ago. Customer service was very helpful. On teh downside, I had to return it after two days.",4,positive
This coffee maker is reliable. I would definitely buy this again. Rating: 4/5.,4,positive
This running shoes is shoddy. Rating: 1/5.,1,negative
"Bought this yoga mat a few weeks ago. I had to return it after two days. Also, shipping was fast and packaging was solid.",2,negative
Bought this office chair a few weeks ago. Battery life is impressive.,5,positive
This air fryer is cheap.,2,neutral
"This phone case is decent. Works as described, no surprises. Also, the instructions were confusing.",4,neutral
This wireless mouse is outstanding. Rating: 4/5.,4,positive
"This smartwatch is reliable. Setup took less than five minutes. On the plus side, packaging was fine.",4,positive
"This wireless mouse is poor. Battery drains way too fast. On the plus side, it feels premium for the price.",2,negative
This yoga mat is okay. It's fine for the price but i wouldn't rave about it.,2,neutral
"This wireless mouse is amazing. I would definitely buy this again. On the downside, the size runs way smaller than expected. Rating: 3/5.",3,positive
This running shoes is uncomfortable.,2,negative
Bought this smartwatch a few weeks ago. It's fine for the price but i wouldn't rave about it. Rating: 4/5.,4,neutral
"This phone case is nothing special. Some features are useful, others aren't. Overall it's not great. Rating: 4/5.",4,neutral
"This desk lamp is reliable. It feels premium for the price. Also, it's fine for the price but I wouldn't rave about it. Rating: 5/5.",5,positive
This desk lamp is reasonable.,2,neutral
This running shoes is smooth. Exceeded my expectations.,3,positive
This backpack is clunky.,3,negative
Bought this coffee maker a few weeks ago.,3,positive
"This backpack is subpar. I had to return it after two days. On the plus side, exceeded my expectations.",3,negative
Bought this yoga mat a few weeks ago.,3,negative
"This smartwatch is faulty. Stopped working within a week. On the plus side, exceeded my expectations.",1,negative
This air fryer is reliable. Shipping was fast and packaging was solid.,5,positive
This smartwatch is sturdy. Customer service was very helpful.,4,positive
This desk lamp is defective. It arrived damaged.,2,negative
This wireless mouse is solid.,5,positive
This phone case is durable. Customer service was very helpful. Rating: 5/5.,5,neutral
This phone case is fast. The build quality is great. Overall it's can't complain.,4,positive
This laptop is fast.,4,positive
"This coffee maker is reasonable. On teh plus side, shipping was fast and packaging was solid. Overall it's didn't disappoint.",3,neutral
Bought this office chair a few weeks ago. It's fine for the price but i wouldn't rave about it.,3,neutral
This desk lamp is superb. The build quality is great.,4,negative
"This running shoes is clunky. It's louder than advertised. However, packaging was fine.",2,negative
This wireless mouse is uncomfortable. The material feels cheap.,1,negative
This phone case is shoddy. The material feels cheap. Overall it's can't complain.,1,neutral
This wireless mouse is broken. The size runs way smaller than expected.,1,negative
"This laptop is amazing. Shipping was fast and packaging was solid. That said, packaging was fine.",5,positive
This vacuum cleaner is broken. The instructions were confusing.,1,negative
This vacuum cleaner is frustrating.,3,negative
"This blender is wonderful. Shipping was fast and packaging was solid. That said, delivery took about a week. Rating: 4/5.",4,positive
This backpack is badly made. I had to return it after two days.,1,negative
"This headphones is decent. Some features are useful, others aren't. Overall it's not great.",3,neutral
Bought this yoga mat a few weeks ago.,1,negative
"This coffee maker is nothing special. Some features are useful, others aren't. That said, it's louder than advertised. Rating: 3/5.",3,neutral
"This wireless mouse is amazing. However, I regret this purchase.",4,positive
This vacuum cleaner is sturdy.,4,positive
"This coffee maker is smooth. Battery life is impressive. Also, some features are useful, others aren't. Rating: 3/5.",3,positive
This vacuum cleaner is flimsy.,3,negative
Bought this phone case a few weeks ago. My whole family loves it now. Overall it's not as good as I hoped. Rating: 5/5.,5,positive
"This laptop is solid. My whole family loves it now. That said, it does the job but nothing more.",5,positive
Bought this bluetooth speaker a few weeks ago. It does teh job but nothing more.,2,neutral
"Bought this running shoes a few weeks ago. Some features are useful, others aren't.",3,neutral
This running shoes is impressive. I would definitely buy this again.,4,positive
This phone case is faulty. The instructions were confusing.,2,negative
This phone case is solid. I would definitely buy this again.,4,positive
This smartwatch is middle of the road. It's fine for the price but i wouldn't rave about it. Overall it's can't complain.,4,neutral
"This desk lamp is poor. The material feels cheap. On the plus side, exceeded my expectations. Overall it's wouldn't reccomend.",1,negative
This vacuum cleaner is unreliable. I had to return it after two days. Rating: 2/5.,2,negative
This bluetooth speaker is reliable.,3,positive
This smartwatch is smooth.,5,positive
"This backpack is reasonable. It does teh job but nothing more. That said, the instructions were confusing.",3,neutral
This blender is average. It's fine for the price but i wouldn't rave about it. Overall it's can't complain. Rating: 4/5.,4,neutral
"This headphones is useless. It arrived damaged. That said, my whole family loves it now.",3,negative
This air fryer is nothing special. Delivery took about a week. Rating: 4/5.,4,neutral
"Bought this wireless mouse a few weeks ago. Also, shipping was fast and packaging was solid. Overall it's not bad.",3,neutral
"This bluetooth speaker is awful. It arrived damaged. However, some features are useful, others aren't.",3,negative
This bluetooth speaker is cheap.,1,negative
This vacuum cleaner is terrible.,1,negative
This wireless mouse is great. It feels premium for the price. Overall it's didn't disappoint.,4,positive
This backpack is slow.,2,negative
This office chair is reasonable. Packaging was fine.,2,neutral
Bought this office chair a few weeks ago. It arrived damaged.,1,negative
This air fryer is comfortable. Overall it's not great. Rating: 4/5.,4,positive
This laptop is nothing special.,3,neutral
This bluetooth speaker is uncomfortable. I had to return it after two days. Overall it's not as good as I hoped.,1,negative
This bluetooth speaker is subpar. The material feels cheap. Rating: 1/5.,1,negative
Bought this coffee maker a few weeks ago. My whole family loves it now.,5,positive
This backpack is affordable. Exceeded my expectations.,3,positive
This vacuum cleaner is fantastic.,5,positive
This smartwatch is uncomfortable. The material feels cheap. Overall it's wouldn't recommend.,2,negative
This office chair is fast.,5,positive
"This smartwatch is decent. Some features are useful, others aren't. Rating: 3/5.",3,neutral
This air fryer is fine.,3,neutral
"This desk lamp is acceptable. Works as described, no surprises.",3,neutral
This blender is defective. The size runs way smaller than expected. Rating: 1/5.,1,negative
This running shoes is overpriced.,3,negative
Bought this wireless mouse a few weeks ago. It does the job but nothing more. Overall it's didn't disappoint.,3,neutral
This air fryer is okay.,3,neutral
This air fryer is excellent.,5,positive
This vacuum cleaner is clunky.,3,negative
This phone case is worth every penny.,4,positive
"This smartwatch is okay. However, customer service was vary helpful.",3,neutral
Bought this blender a few weeks ago. Stopped working within a week. Rating: 3/5.,3,negative
"This running shoes is middle of the road. Some features are useful, others aren't. On the downside, the instructions were confusing.",3,neutral
This air fryer is disappointing. Customer support never responded. Overall it's not great.,1,negative
"This phone case is impressive. I would definately buy this again. On the downside, stopped working within a week. Overall it's not as good as I hoped.",5,positive
This phone case is nothing special. Delivery took about a week.,3,neutral
"This air fryer is poor. The size runs way smaller than expected. On the plus side, it does the job but nothing more. Rating: 2/5.",2,negative
"Bought this smartwatch a few weeks ago. Stopped working within a week. However, delivery took about a week. Overall it's could be better.",1,negative
This running shoes is broken. I regret this purchase.,2,negative
This office chair is smooth. The build quality is great. Rating: 3/5.,3,positive
This air fryer is top notch. Shipping was fast and packaging was solid. Overall it's can't complain.,4,positive
This smartwatch is disappointing. Overall it's wouldn't reccomend. Rating: 2/5.,2,negative
Bought this office chair a few weeks ago. I regret this purchase.,1,negative
"Bought this yoga mat a few weeks ago. However, packaging was fine.",4,positive
Bought this vacuum cleaner a few weeks ago. The material feels cheap. Rating: 1/5.,1,negative
This headphones is comfortable.,4,positive
This backpack is solid. Exceeded my expectations.,3,positive
This office chair is cheap. It's louder than advertised. Overall it's can't complain.,1,negative
"This blender is clunky. It's louder than advertised. On the plus side, packaging was fine. Rating: 1/5.",1,negative
"This headphones is affordable. Exceeded my expectations. Also, works as described, no surprises. Rating: 4/5.",4,positive
"This desk lamp is acceptable. It's fine for the price but i wouldn't rave about it. Also, the size runs way smaller than expected. Rating: 3/5.",3,neutral
"This running shoes is so-so. Delivery took about a week. On teh downside, I had to return it after two days. Overall it's could be better.",2,neutral
This yoga mat is overpriced.,1,negative
This vacuum cleaner is fine.,3,neutral
This desk lamp is middle of the road.,3,neutral
This desk lamp is smooth. Shipping was fast and packaging was solid.,5,positive
This laptop is terrible. The size runs way smaller than expected.,2,negative
This office chair is not worth it.,2,negative
This office chair is solid. I would definitely buy this again.,5,positive
This office chair is responsive.,5,positive
This yoga mat is smooth. It feels premium for the price.,4,positive
This bluetooth speaker is cheap.,2,negative
This bluetooth speaker is sleek. My whole family loves it now.,4,positive
"This wireless mouse is acceptable. Works as described, no surprises.",2,neutral
"This blender is not worth it. However, setup took less than five minutes. Rating: 2/5.",2,negative
This coffee maker is superb.,5,positive
This running shoes is amazing. Setup took less than five minutes.,5,positive
This air fryer is acceptable. It does the job but nothing more. Rating: 3/5.,3,neutral
This air fryer is broken.,2,negative
Bought this office chair a few weeks ago. Customer service was very helpful. Overall it's not great.,5,positive
This laptop is unreliable. It arrived damaged.,1,negative
This phone case is useless. The material feels cheap. Rating: 2/5.,2,negative
Bought this yoga mat a few weeks ago.,4,positive
This laptop is disappointing. Customer support never responded.,1,negative
This air fryer is amazing. Setup took less than five minutes. Overall it's not as good as I hoped.,4,positive
This desk lamp is slow. It's louder than advertised. Rating: 2/5.,2,negative
This desk lamp is badly made. I had to return it after two days.,1,negative
This backpack is superb. Shipping was fast and packaging was solid. Rating: 4/5.,4,positive
"This laptop is okay. Packaging was fine. That said, customer service was very helpful. Rating: 4/5.",4,neutral
This desk lamp is shoddy. Customer support never responded.,1,negative
This bluetooth speaker is sturdy.,4,positive
Bought this wireless mouse a few weeks ago. The size runs way smaller than expected. Rating: 1/5.,1,negative
This office chair is affordable. Shipping was fast and packaging was solid.,3,positive
This coffee maker is smooth. Setup took less than five minutes.,5,positive
"This vacuum cleaner is broken. It arrived damaged. However, it does the job but nothing more. Overall it's didn't disappoint. Rating: 3/5.",3,negative
This yoga mat is wonderful. The build qaulity is great. Overall it's not great. Rating: 4/5.,4,positive
"This wireless mouse is amazing. Setup took less than five minutes. That said, it does the job but nothing more. Overall it's didn't disappoint.",5,positive
"This running shoes is slow. Customer support never responded. That said, it does the job but nothing more.",1,negative
This phone case is amazing.,3,positive
This headphones is excellent. It feels premium for the price.,4,positive
This phone case is affordable. Works perfectly out of the box. Rating: 3/5.,3,positive
This running shoes is faulty.,1,negative
This laptop is top notch. Shipping was fast and packaging was solid.,5,neutral
This phone case is overpriced.,3,negative
"Bought this wireless mouse a few weeks ago. However, I regret this purchase.",3,neutral
"This phone case is fast. That said, some features are useful, others aren't.",3,positive
This headphones is top notch.,5,positive
"This yoga mat is durable. The build quality is great. Also, delivery took about a week. Rating: 5/5.",5,positive
"This desk lamp is outstanding. Battery life is impressive. That said, I regret this purchase.",3,positive
This vacuum cleaner is affordable. Setup took less than five minutes.,4,positive
"This yoga mat is responsive. Exceeded my expectations. On the plus side, some features are useful, others aren't. Rating: 4/5.",4,positive
This backpack is faulty. Overall it's can't complain.,2,negative
This coffee maker is standard. Delivery took about a week.,2,neutral
This wireless mouse is top notch.,4,positive
This blender is sturdy. The build quality is great.,4,positive
This blender is nothing special.,3,neutral
This vacuum cleaner is amazing. Customer service was very helpful.,5,positive
"This smartwatch is decent. Packaging was fine. On teh plus side, battery life is impressive. Overall it's wouldn't recommend. Rating: 3/5.",3,neutral
"This air fryer is top notch. I would definitely buy this again. Also, delivery took about a week. Rating: 3/5.",3,positive
This wireless mouse is fine. Delivery took about a week. Rating: 3/5.,3,neutral
This smartwatch is responsive.,5,positive
This yoga mat is great. My whole family loves it now.,4,positive
Bought this coffee maker a few weeks ago. It does the job but nothing more.,4,neutral
"This desk lamp is outstanding. I would definitely buy this again. That said, delivery took about a week. Rating: 4/5.",4,positive
This desk lamp is broken. The size runs way smaller than expected. Rating: 1/5.,1,positive
"This wireless mouse is clunky. The material feels cheap. Also, it's fine for the price but I wouldn't rave about it. Overall it's could be better.",1,negative
This air fryer is sleek. Shipping was fast and packaging was solid. Rating: 4/5.,4,positive
This coffee maker is faulty. I had to return it after two days. Rating: 3/5.,3,neutral
This bluetooth speaker is fine. It does the job but nothing more.,3,neutral
This air fryer is subpar.,2,negative
This laptop is sturdy. The build quality is great. Rating: 5/5.,5,positive
Bought this laptop a few weeks ago. Rating: 5/5.,5,positive
"This laptop is unreliable. That said, delivery took about a week. Rating: 3/5.",3,negative
This laptop is solid. The build qaulity is great.,3,positive
Bought this office chair a few weeks ago.,3,positive
"This air fryer is nothing special. It's fine for the price but i wouldn't rave about it. That said, the material feels cheap. Overall it's wouldn't recommend.",3,neutral
This office chair is so-so. It's fine for the price but i wouldn't rave about it. Rating: 3/5.,3,neutral
This headphones is overpriced. It's louder than advertised. Rating: 1/5.,1,negative
"Bought this phone case a few weeks ago. It does teh job but nothing more. However, customer support never responded. Rating: 3/5.",3,neutral
Bought this yoga mat a few weeks ago.,2,neutral
This backpack is smooth. Overall it's not bad. Rating: 4/5.,4,positive
Bought this coffee maker a few weeks ago. Rating: 3/5.,3,positive
This backpack is useless. Customer support never responded.,2,negative
Bought this running shoes a few weeks ago. Shipping was fast and packaging was solid.,3,positive
This backpack is impressive. Customer service was very helpful.,5,positive
"This running shoes is worth every penny. That said, it's fine for the price but I wouldn't rave about it. Overall it's not bad. Rating: 5/5.",5,positive
This smartwatch is fine. Delivery took about a week.,3,neutral
This laptop is reliable.,3,positive
This yoga mat is clunky. Rating: 1/5.,1,negative
Bought this running shoes a few weeks ago. Customer support never responded.,1,negative
"This running shoes is so-so. However, customer service was very helpful. Overall it's not bad.",4,neutral
This backpack is subpar.,3,negative
This vacuum cleaner is cheap. I had to return it after two days. Overall it's not great. Rating: 1/5.,1,negative
Bought this smartwatch a few weeks ago.,4,positive
Bought this headphones a few weeks ago.,5,positive
"This yoga mat is useless. On the plus side, it's fine for the price but I wouldn't rave about it.",2,negative
This bluetooth speaker is fine.,3,neutral
This office chair is amazing.,3,positive
This blender is faulty. Stopped working within a week. Rating: 2/5.,2,negative
Bought this laptop a few weeks ago.,5,positive
This smartwatch is responsive.,4,positive
This running shoes is reasonable. Delivery took about a week.,3,neutral
This headphones is fantastic.,5,positive
This wireless mouse is fantastic.,4,positive
This headphones is overpriced. Overall it's didn't disappoint.,1,negative
This vacuum cleaner is reasonable. It does the job but nothing more.,2,neutral
This bluetooth speaker is wonderful. Overall it's can't complain. Rating: 4/5.,4,positive
This bluetooth speaker is superb. Setup took less than five minutes.,4,positive
"This office chair is average. Works as described, no surprises.",3,neutral
This laptop is reliable. Overall it's can't complain. Rating: 3/5.,3,positive
This office chair is standard.,2,neutral
Bought this vacuum cleaner a few weeks ago.,4,positive
"Bought this vacuum cleaner a few weeks ago. That said, delivery took about a week.",5,positive
This bluetooth speaker is fast. Exceeded my expectations.,3,positive
This coffee maker is sleek. Overall it's didn't disappoint.,5,positive
"Bought this phone case a few weeks ago. Some features are useful, others aren't.",2,neutral
"This office chair is worth every penny. That said, packaging was fine.",5,positive
This yoga mat is sturdy.,5,positive
This bluetooth speaker is sturdy.,5,positive
This yoga mat is impressive. Exceeded my expectations.,5,positive
